title,ingredients,directions,link,source,NER,portions
Smoothie glacé sensation fraise,"« 170 ml de jus de pomme frais », « 200 ml de fraises fraîches, équeutées et coupées en deux si elles sont grosses », « 350 ml de cantaloup épépiné, pelé et coupé en morceaux », « 8 glaçons », « 150 ml de miel »","[« Versez le jus de pomme dans le mixeur ou la machine à smoothie. », « Ajoutez les fraises, les morceaux de cantaloup et les glaçons. », « Mixez pendant environ 30 secondes. », « Ajoutez le miel et mixez dans le mixeur ou la machine à smoothie pendant encore 10 secondes. », « Servez dans des verres réfrigérés. »]",www.food.com/recipe/iced-strawberry-sensation-smoothie-277181,Gathered,"[""onces liquides de jus de pomme"", ""fraises fraîches"", ""cantaloup"", ""cubes"", ""miel""]",3
"Dessert glacé au café crémeux, smoothie au brandy","1 litre de glace au café, ramollie mais pas fondue, 125 ml de brandy, chocolat mi-sucré râpé","[« Dans un mixeur, mélanger la crème glacée et le brandy. », « Mixez jusqu'à obtenir une consistance très lisse. », « Servez dans des verres. », « Garnissez de chocolat. »]",www.food.com/recipe/creamy-coffee-ice-cream-brandy-smoothie-dessert-128934,Gathered,"[""glace au café"", ""brandy"", ""chocolat""]",4
Smoothie banane mangue myrtille,"125 ml de yaourt sans gras, 1/2 banane (peut être congelée), 125 ml de myrtilles, 125 ml de morceaux de mangue congelés, 125 ml de lait écrémé",[« Mélanger tous les ingrédients dans un mixeur (ou une tasse si vous utilisez un mixeur plongeant) jusqu'à obtenir une consistance lisse. Ajouter du liquide si la consistance est trop épaisse. »],www.food.com/recipe/banana-mango-blueberry-smoothie-282258,Gathered,"[""yaourt écrémé"", ""banane"", ""myrtilles"", ""mangue congelée"", ""lait""]",2
Smoothie aux baies audacieux,"250 ml de baies mélangées congelées, 188 ml de jus de cinq fruits, 1 petite banane, 188 ml de yaourt à la vanille, 1 cuillère à soupe de Greens Plus, poudre de vitamines (Green's Plus)","[« Mettez les baies et le jus dans un mixeur, mixez soigneusement. », « Ajoutez la banane et mixez. », « Ajoutez le yaourt et mixez. », « Ajoutez Green's Plus et mixez. », « Bon appétit ! »]",www.food.com/recipe/bodacious-berry-smoothie-376377,Gathered,"[« jus de cinq fruits », « banane », « yaourt à la vanille », « poudre vitaminée »]",2
"Smoothie au gin, aux canneberges et à la banane","500 ml de jus d'orange, 125 ml de jus de canneberge, 4 onces de gin, 62 ml de canneberges, 1 1/2 banane, 1 pelure de pomme, 2 cuillères à soupe de substitut de sucre Splenda, 8 à 12 glaçons, 62 ml d'ananas, 125 ml d'eau tonique","[« Mélanger tous les ingrédients dans un blender et mixer jusqu'à obtenir une consistance lisse. Servir dans deux grands verres ou quatre petits verres. Si vous utilisez les grands verres, ajouter un peu de gin à votre goût. Servir. »]",www.food.com/recipe/gin-smoothie-with-cranberrys-and-banana-509726,Gathered,"[""jus d'orange"", ""jus de canneberge"", ""gin"", ""canneberges"", ""bananes"", ""pomme"", ""substitut de sucre Splenda"", ""cubes"", ""ananas"", ""eau""]",3
Smoothie suprême à la cerise,"1 125 ml de lait d'amande, 125 ml de jus de pomme, 250 ml de cerises dénoyautées (ou congelées), 2 bananes moyennes, 1 cuillère à café d'extrait de vanille, 125 ml de noix de cajou crues","[« Mettez tous les ingrédients dans le mixeur, dans l'ordre indiqué. Couvrez et mixez jusqu'à obtenir une consistance lisse. », « Versez dans des verres et dégustez ! »]",www.food.com/recipe/cherry-supreme-smoothie-shake-176274,Gathered,"[""lait d'amande"", ""jus de pomme"", ""cerises"", ""bananes"", ""vanille"", ""noix de cajou""]",2
Smoothie pruneaux-pommes,"3 pruneaux dénoyautés, 188 ml de cidre de pomme ou 188 ml de jus de pomme, 62 ml de yaourt à la vanille sans gras, 1/8 cuillère à café de cannelle, 1/2 cuillère à café d'extrait de vanille pur, 1 pincée de muscade fraîchement râpée, 125 ml de glace pilée","[« Dans un petit bol, recouvrez les pruneaux d'eau chaude et laissez reposer jusqu'à ce qu'ils soient dodus, environ 15 minutes. », « Égouttez les pruneaux et laissez refroidir. », « Dans un mixeur, mélangez les pruneaux avec le reste des ingrédients et réduisez en purée lisse. »]",www.food.com/recipe/prune-apple-smoothie-92730,Gathered,"[""pruneaux"", ""cidre de pomme"", ""yaourt à la vanille sans matières grasses"", ""cannelle"", ""vanille"", ""noix de muscade"", ""glace pilée""]",2
Smoothie aux baies pour les mères qui allaitent,"1 petite banane mûre, 250 ml de lait de soja à la vanille, 250 ml de baies mélangées surgelées (avec myrtilles, framboises et fraises), 1 cuillère à soupe de miel","[« Ajoutez le lait de soja au blender. », « Ajoutez la banane, les fruits rouges et le miel. Je congèle mes bananes trop mûres. Utiliser une banane congelée rend le smoothie un peu plus épais, mais utilisez ce que vous avez. », « Mixez jusqu'à obtenir une consistance lisse. Versez dans un verre et dégustez ! », « Pour deux petites portions ou un grand smoothie. »]",www.food.com/recipe/very-berry-smoothie-for-breastfeeding-moms-277166,Gathered,"[""banane"", ""lait de soja à la vanille"", ""myrtilles"", ""miel""]",2
"Smoothie à l'orange, à la banane et au miel","« 4 glaçons », « 167 ml de lait écrémé (1 %) », « 62 ml de concentré de jus d'orange congelé, non décongelé », « 1 cuillère à soupe de miel », « 1/8 cuillère à café d'extrait de vanille », « 1 petite banane mûre »","[""Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse.""]",www.food.com/recipe/orange-banana-honey-smoothie-372057,Gathered,"[""cubes"", ""lait écrémé"", ""concentré de jus d'orange"", ""miel"", ""vanille"", ""banane""]",1
"Smoothie au chocolat, beurre de cacahuète et lait de soja","250 ml de lait de soja léger, 250 ml de lait de soja léger congelé, 2 cuillères à soupe de beurre de cacahuète, 1 à 2 cuillères à soupe d'édulcorant artificiel, au choix (facultatif), 1 à 2 cuillères à soupe de sirop de chocolat sans sucre (facultatif)","[« Ajoutez le lait de soja congelé au mixeur, puis le lait de soja liquide, le beurre de cacahuète et l'édulcorant. Mixez jusqu'à obtenir une consistance lisse. »]",www.food.com/recipe/chocolate-peanut-butter-soymilk-smoothie-411490,Gathered,"[« lait de soja léger », « lait de soja », « beurre de cacahuète », « édulcorant artificiel », « sucre »]",2
Smoothie matinal pour les yeux brillants,"6 onces de framboises surgelées, 500 ml de morceaux de mangue surgelés, 6 cuillères à soupe de yaourt nature, 1 125 ml de jus d'orange, sucre turbinado, au goût (facultatif)","[« Mettez tous les ingrédients dans un blender. Mixez jusqu'à ce que les fruits congelés soient bien concassés. Mixez à grande vitesse jusqu'à obtenir une consistance lisse, en remuant pour bien mélanger. »]",www.food.com/recipe/morning-bright-eye-smoothie-234654,Gathered,"[""framboises congelées"", ""mangue"", ""yaourt nature"", ""jus d'orange"", ""sucre turbinado""]",2
Smoothie nutritif aux fruits et légumes -,"« 500 ml d'épinards frais », « 1 grosse pomme verte, évidée », « 1 grosse banane, pelée, coupée en morceaux et placée dans un sac en plastique zippé et congelée », « 250 ml de lait (on peut utiliser du lait à 1 ou 2 % de matières grasses, ou utiliser du jus d'orange à la place du lait) »","[« Bien laver les épinards et la pomme. Verser dans un blender et mixer avec la pomme. », « Ajouter les morceaux de banane congelés et le lait. Couvrir, mixer et servir immédiatement. », « NOTE DE MISE À JOUR : J’ai corrigé la quantité de lait ou de jus d’orange, conformément à la suggestion du commentateur. Merci pour l’avis et le conseil. »]",www.food.com/recipe/nutritious-fruit-vegetable-smoothie-416445,Gathered,"[""épinards frais"", ""pomme verte"", ""banane"", ""lait""]",2
Smoothie aux fraises à faible teneur en glucides,"« 450 g de fraises fraîches (on peut aussi les utiliser congelées) », « 85 g de dessert à la gélatine Jell-O sans sucre à la fraise », « 500 ml d'eau », « 10 à 12 glaçons », « 4 sachets rapides Splenda »","[""Mixez le tout au mixeur jusqu'à obtenir une consistance lisse. Bon appétit !""]",www.food.com/recipe/low-carb-strawberry-smoothie-438875,Gathered,"[""fraises fraîches"", ""sucre"", ""eau"", ""cubes"", ""paquets""]",2
Smoothie aux fruits rouges et à la banane,"125 ml de lait 2%, 125 ml de jus de canneberge, 250 ml de fraises coupées en dés, 250 ml de bleuets, 1 grosse banane congelée, 125 ml de yogourt aux bleuets sans gras","[""Placez les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse."", ""Versez dans 2 verres et dégustez !""]",www.food.com/recipe/berry-banana-dairy-smoothie-415961,Gathered,"[""lait"", ""jus de canneberge"", ""fraise"", ""myrtilles"", ""banane"", ""yaourt aux myrtilles""]",2
Smoothie Jubilee aux cerises,"188 ml de jus de raisin blanc, 1 cuillère à soupe de miel, 500 ml de cerises bing, équeutées, dénoyautées, hachées, 500 ml de yaourt glacé à la vanille sans gras, 1/2 cuillère à café d'extrait de vanille","[""Mettez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse."", ""Versez dans 2 verres et DÉGUSTER !""]",www.food.com/recipe/cherries-jubilee-smoothie-376996,Gathered,"[""jus de raisin blanc"", ""miel"", ""cerises bing"", ""sans matières grasses"", ""extrait de vanille""]",2
Smoothie cerise et papaye,"1 125 ml de jus de raisin blanc, 1 cuillère à soupe de miel, 500 ml de cerises bing, équeutées et dénoyautées, 250 ml de papaye, pelée et coupée en dés, 1 grosse banane, congelée","[""Mettez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse."", ""Versez dans deux grands verres et DÉGUSTER !""]",www.food.com/recipe/cherry-and-papaya-smoothie-377004,Gathered,"[""jus de raisin blanc"", ""miel"", ""cerises bing"", ""papaye"", ""banane""]",3
Smoothie fraise-banane-ananas,"250 ml de jus d'ananas, 250 ml de yaourt à la vanille faible en gras ou 250 ml de yaourt glacé à la vanille faible en gras, 250 ml de fraises surgelées, partiellement décongelées, 2 bananes moyennes mûres, pelées","[« Mélanger le jus d'ananas, le yaourt, les fraises et les bananes dans le récipient du mixeur. », « Couvrir et mixer jusqu'à obtenir une consistance lisse. »]",www.food.com/recipe/strawberry-banana-pineapple-smoothie-205977,Gathered,"[« jus d'ananas », « yaourt à la vanille allégé », « fraises surgelées », « bananes »]",3
Smoothie protéiné au chocolat,"250 ml de lait au chocolat faible en gras, 188 ml de vanille (parfois j'utilise 250 ml pour une boisson plus épaisse) ou 188 ml de yaourt nature (parfois j'utilise 250 ml pour une boisson plus épaisse), 1 banane, coupée en tranches, 1 cuillère à soupe de beurre de cacahuète nature, poudre de protéines à la vanille, 1 mesure, glace pilée, environ 62 ml","[« Mettez tous les ingrédients dans un mixeur. J'utilise le mode smoothie sur le mien, ce qui prend environ 30 secondes. »]",www.food.com/recipe/chocolate-protein-smoothie-410056,Gathered,"[""lait au chocolat"", ""vanille"", ""banane"", ""beurre de cacahuète naturel"", ""poudre de protéines à la vanille"", ""glace pilée""]",4
Singe en chocolat (Smoothie),"500 ml de lait au chocolat, 2 bananes, 2 poignées de glace pilée (8 glaçons)","[""Mélanger tous les ingrédients jusqu'à obtenir une consistance lisse.""]",www.food.com/recipe/chocolate-monkey-smoothie-451660,Gathered,"[""lait au chocolat"", ""bananes""]",2
Smoothie aux baies roses,"125 ml de jus d'orange, 250 ml de fraises fraîches, 250 ml de yaourt à la vanille ou 250 ml de yaourt à la fraise, 250 ml de glaçons ou 250 ml de glace pilée, 1 boîte de crème fouettée ou 1 boîte de garniture fouettée non laitière","[« Placez tous les ingrédients dans l'ordre indiqué dans le récipient du mixeur. », « Couvrez et mixez à haute vitesse jusqu'à obtenir une consistance épaisse et fondante. », « Versez dans deux grands verres. », « Grimper de crème fouettée ou de garniture fouettée végétale et garnir d'une fraise fraîche. », « Servez immédiatement. »]",www.food.com/recipe/berry-pink-smoothie-30773,Gathered,"[""jus d'orange"", ""fraises fraîches"", ""yaourt à la vanille"", ""glace pilée"", ""crème fouettée""]",5
Smoothie au lever du soleil tropical,"« 2 mangues, pelées et dénoyautées », « 1 banane, congelée », « 250 ml de nectar de mangue (ou de goyave ou de noix de coco) », « 250 ml de morceaux d'ananas »","[""Mettez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse !"", ""Versez dans 2 grands verres et DÉGUSTER !""]",www.food.com/recipe/tropical-sunrise-smoothie-391602,Gathered,"[""mangues"", ""banane"", ""mangue"", ""ananas""]",2
Super Smoothie au Nutella,"125 ml de Nutella, 473 ml de yaourt à la vanille faible en gras ou 473 ml de yaourt à la vanille ordinaire, 250 ml de lait écrémé, 473 ml de fruits mélangés, congelés ou 473 ml de banane, coupée en morceaux de 1 pouce","[""Mettez tous les ingrédients dans un mixeur et réduisez en purée pendant 2 minutes ou jusqu'à consistance lisse.""]",www.food.com/recipe/nutella-super-smoothie-62930,Gathered,"[""nutella"", ""yaourt à la vanille"", ""lait"", ""fruits mélangés""]",8
Smoothie ananas-pomme,"83 ml de morceaux d'ananas, 125 ml de compote de pommes, 62 ml de yaourt à la vanille faible en gras, 188 ml de lait faible en gras, 1 1/2 cuillère à soupe de miel","[« Dans un mixeur, réduire l'ananas en purée », « Ajouter le reste des ingrédients dans l'ordre indiqué. Mixer jusqu'à obtenir une consistance lisse. »]",www.food.com/recipe/pineapple-apple-smoothie-512895,Gathered,"[« morceaux d'ananas », « compote de pommes », « yaourt à la vanille allégé », « lait allégé », « miel »]",2
Smoothie aux fruits et au miel,"« 500 ml de baies mélangées surgelées (remplacez par de la mangue, de la banane ou d'autres fruits au choix) », « 3 cuillères à soupe de miel », « 500 ml de yaourt nature (remplacez par du yaourt aromatisé au choix) »","[""Mélanger tous les ingrédients dans un mixeur et réduire en purée jusqu'à ce que le tout soit bien mélangé.""]",www.food.com/recipe/honey-fruit-smoothie-400246,Gathered,"[""substitut de mangue"", ""miel""]",3
Smoothie « vert » Slammin' Sunrise,"500 ml d'épinards (ou jusqu'à 750 ml, bio c'est toujours mieux), 250 ml de lait d'amande à la vanille non sucré, 1 à 500 ml de fraises surgelées, 250 ml de myrtilles surgelées, 1/2 banane (surgelée, si vous en avez), 2 cuillères à soupe de graines de lin","[« Mixez le tout dans le mixeur. », « Décorez avec une fraise. », « Bon appétit ! », « (remarque : les portions sont généreuses). »]",www.food.com/recipe/slammin-sunrise-quot-green-quot-smoothie-494507,Gathered,"[""épinards"", ""lait d'amande à la vanille"", ""fraises surgelées"", ""myrtilles surgelées"", ""banane"", ""graines de lin""]",8
"Smoothie sans produits laitiers à la fraise, à la banane et à la mangue","« 2 bananes mûres, tranchées et congelées », « 2 mangues, pelées, coupées en dés et congelées », « 500 ml de fraises fraîches, lavées et équeutées », « 1 cuillère à soupe de jus de citron », « 2 cuillères à soupe de sucre (ou de miel) », « 500 ml de jus d'orange (ou plus, selon l'épaisseur que vous souhaitez pour votre smoothie) ou 500 ml d'autres jus de fruits 100 % (ou plus, selon l'épaisseur que vous souhaitez pour votre smoothie) »","[« Mettez les fraises dans un blender et mixez bien. », « Ajoutez les mangues et les bananes et mixez bien (en utilisant le bouton « Pilon à glace » si nécessaire). Si le mélange est trop sec, vous pouvez ajouter un peu de jus, mais pas tout. Le mélange doit être lisse, sans morceaux. », « Ajoutez progressivement le reste du jus d'orange, le jus de citron et le sucre, et mixez bien jusqu'à obtenir une consistance très lisse, pendant environ deux minutes. »]",www.food.com/recipe/dairy-free-strawberry-banana-and-mango-smoothie-304016,Gathered,"[""bananes"", ""mangues"", ""fraises fraîches"", ""jus de citron"", ""sucre"", ""jus d'orange""]",5
Smoothie aux fruits de Floride,"1 banane, 1 pot (6 onces) de yaourt (au goût que vous aimez), 1 83 ml de jus (au goût que vous aimez), 1 125 ml de fruits surgelés (j'utilise différentes saveurs, comme des mangues et des pêches)","[« Coupez la banane en morceaux dans un blender, ou j'ai une machine à smoothie. Ajoutez du yaourt. J'utilise le yaourt en promotion de la semaine, mais j'utilise généralement du Yoplait ou de la marque du supermarché. », « Ajoutez des fruits surgelés (en utilisant des surgelés pour éviter d'ajouter de la glace et de l'eau). J'aime mélanger les fruits pour obtenir différentes saveurs. Utilisez les fruits que vous aimez. Il faudra peut-être plusieurs essais pour obtenir le résultat souhaité. », « Ajoutez du jus. J'utilise généralement du jus d'orange ou du jus orange/pêche/mangue. Ou alors, j'achète du nectar de goyave et de pêche au rayon mexicain pour une touche différente. Je préfère largement ce jus aux smoothies au lait ou à la glace, et je le trouve aussi plus sain ! », « Après le mixage, si le mélange est trop grumeleux et épais, ajoutez 2 ou 3 gouttes de jus et mixez encore jusqu'à obtenir la consistance souhaitée. », « Bon appétit ! »]",www.food.com/recipe/florida-fruit-smoothie-121207,Gathered,"[« banane », « yaourt en pot », « fruits surgelés »]",1
Smoothie au chocolat et à la vanille,"500 ml de crème glacée au chocolat ou 500 ml de yaourt glacé au chocolat, 250 ml de yaourt à la vanille, 125 ml de lait au chocolat, 1/2 cuillère à café de vanille","[« Dans un mixeur, mettre la crème glacée, le lait et la vanille. », « Fouetter jusqu'à obtenir une consistance presque lisse. »]",www.food.com/recipe/chocolate-vanilla-smoothie-152730,Gathered,"[""glace au chocolat"", ""yaourt à la vanille"", ""lait au chocolat"", ""vanille""]",5
Smoothie coco-baies,"125 ml de yaourt nature sans gras, 125 ml de cerises noires douces, dénoyautées (peuvent être congelées), 62 ml de lait de coco léger, 2 cuillères à soupe de sucre turbinado (ou de sucre brun clair), 1 cuillère à soupe de pâte à tartiner Better 'n Peanut Butter, 1 cuillère à soupe de graines de lin moulues, 1/4 cuillère à café d'extrait de noix de coco imitation, 1 62 ml de glaçons","[« Dans le bol d'un mixeur, mélanger tous les ingrédients sauf les glaçons ; mixer jusqu'à obtenir une consistance lisse. Ajouter les glaçons par la cheminée, un à la fois, jusqu'à obtenir une consistance épaisse et lisse. »]",www.food.com/recipe/coco-berry-smoothie-325101,Gathered,"[« yaourt nature sans matières grasses », « cerise noire douce », « lait de coco léger », « sucre turbinado », « beurre de cacahuète », « graines de lin moulues », « imitation noix de coco »]",1
Smoothie à la framboise et à la piña colada,"125 ml de yaourt nature, 125 ml de lait de coco, utiliser entier, 125 ml de jus d'ananas, 1 1/2 banane congelée, 125 ml de framboises fraîches, écrasées","[« Placez les framboises fraîches dans un bol et écrasez-les à la fourchette. Réservez. », « Ajoutez le yaourt nature, le lait de coco, le jus d'ananas et la banane congelée dans un mixeur et mixez jusqu'à obtenir une consistance lisse. », « Versez le smoothie dans un verre et ajoutez-y la purée de framboises. »]",www.food.com/recipe/raspberry-pina-colada-smoothie-515175,Gathered,"[""yaourt nature"", ""lait de coco"", ""jus d'ananas"", ""bananes"", ""framboise fraîche""]",2
Smoothie aux baies hawaïennes,"250 ml de morceaux d'ananas Dole dans du jus, 62 ml de jus d'ananas (de la boîte d'ananas Dole), 1 banane, 250 ml de fraises surgelées","[« Prélevez une tasse de morceaux d'ananas d'une boîte d'ananas et placez-les dans un mixeur. », « Versez un quart de tasse de jus d'ananas naturel de la boîte et ajoutez-le à l'ananas dans le mixeur. », « Ajoutez la banane et les fraises surgelées dans le mixeur et mixez jusqu'à obtenir une consistance lisse. », « Servez immédiatement. »]",www.food.com/recipe/hawaiian-berry-smoothie-315776,Gathered,"[""ananas"", ""jus d'ananas"", ""banane"", ""fraises surgelées""]",2
Smoothie pêche-mûre,"500 ml de lait (ou de lait de soja enrichi à la vanille), 500 ml de pêches surgelées, 250 ml de mûres surgelées, 2 cuillères à soupe de beurre d'amande, 2 cuillères à soupe de miel","[""Mélanger les ingrédients dans un mixeur et mixer jusqu'à obtenir une consistance lisse et épaisse."", ""Servir et déguster !""]",www.food.com/recipe/peach-blackberry-smoothie-174599,Gathered,"[""lait"", ""pêches"", ""mûres congelées"", ""beurre d'amande"", ""miel""]",4
Smoothie petit-déjeuner Siesta Key,"250 ml de yaourt à la pêche, 125 ml de jus d'orange, 1 cuillère à café de miel, 1 banane hachée, 4 glaçons","[« Mélangez le yaourt, le jus d'orange, le miel, la banane et les glaçons dans un mixeur et mixez jusqu'à obtenir une consistance lisse. », « Versez dans des verres à pied long et servez immédiatement. », « (Vous pouvez remplacer la banane par 3/4 tasse de baies fraîches.) »]",www.food.com/recipe/siesta-key-breakfast-smoothie-379534,Gathered,"[""yaourt à la pêche"", ""jus d'orange"", ""miel"", ""banane"", ""cubes""]",1
Smoothie banane-mangue soja,"500 ml de lait de soja à la vanille (ou de soja ordinaire), 2 à 3 bananes coupées en morceaux, 6 mangues coupées en morceaux (congelées), 1 cuillère à soupe de miel (ou d'édulcorant)","[""Traitez tous les ingrédients dans un mixeur jusqu'à obtenir une consistance lisse et mousseuse.""]",www.food.com/recipe/banana-mango-soy-smoothie-179676,Gathered,"[""lait de soja à la vanille"", ""bananes"", ""mangues"", ""miel""]",2
Smoothie végétalien au thé vert et au tofu,"1 paquet (17 onces) de tofu nasoya silken creations, saveur vanille, 125 ml de glace, 125 ml de thé vert (fort, infusé au moins 6 à 8 minutes, non sucré et réfrigéré), 3 cuillères à soupe de jus de citron, 10 g de poudre de thé vert, poudre (matcha pur, 2 de ces petits sachets devraient suffire), 3/4 cuillère à café de sucre","[""Versez tous les ingrédients dans un mixeur et mixez à vitesse élevée jusqu'à ce que la glace soit complètement pilée.""]",www.food.com/recipe/vegan-tofu-based-green-tea-smoothie-394841,Gathered,"[""arôme vanille"", ""thé vert"", ""jus de citron"", ""matcha"", ""sucre""]",1
Smoothie à la banane facile,"1 banane, 250 ml de lait, tout ce que vous aimez dans un smoothie, pépites de chocolat (facultatif), noix (facultatif)","[« mettre les ingrédients dans le mixeur », « mixer jusqu'à obtenir une consistance lisse ».]",www.food.com/recipe/easy-banana-smoothie-97311,Gathered,"[""banane"", ""lait"", ""tout ce que tu veux"", ""pépites de chocolat"", ""noix""]",1
Smoothie au beurre de cacahuète Choco-Nana,"1 banane mûre, 2 cuillères à soupe de beurre de cacahuète, 2 cuillères à café de miel, 1 cuillère à soupe de cacao en poudre, 125 ml de lait, une poignée de glaçons","[""Mélanger tous les ingrédients dans un mixeur ou un magic bullet jusqu'à obtenir une consistance crémeuse et lisse.""]",www.food.com/recipe/choco-nana-peanut-butter-smoothie-419111,Gathered,"[""banane"", ""beurre de cacahuète"", ""miel"", ""poudre de cacao"", ""lait""]",1
Smoothie ananas-pomme-banane-menthe,"« 4 à 5 morceaux d'ananas congelés », « 1/2 banane congelée », « 1/4 de pommes Granny Smith congelées », « 1/4 de ml de yaourt grec nature », « 1 cuillère à soupe de flocons d'avoine (facultatif) », « 2 cuillères à café de sirop d'érable (ou au goût) », « 1 cuillère à café d'extrait de vanille », « 125 ml de lait (n'importe quel type, j'ai utilisé du lait 2 %) », « 8 à 10 feuilles de menthe fraîche »","[« Placez tous les ingrédients dans un mixeur haute vitesse. Mixez jusqu'à obtenir une consistance lisse. », « Décorez de menthe fraîche et dégustez ! »]",www.food.com/recipe/pineapple-apple-banana-mint-smoothie-531568,Gathered,"[""ananas"", ""banane"", ""pommes"", ""yaourt"", ""sirop d'érable"", ""vanille"", ""lait"", ""menthe""]",1
Le smoothie Hulk,"250 ml d'épinards, 250 ml de chou frisé, 1 céleri, 4 mini-carottes, 4 myrtilles, 4 fraises, 4 raisins rouges, 1 pomme, 1/2 poire, 1 banane, 2 cuillères à soupe de graines de lin moulues, 250 ml d'eau","[« Évider la pomme et la poire. », « Mélanger le tout dans un gobelet Nutribullet. », « Mélanger 1 minute. »]",www.food.com/recipe/the-hulk-smoothie-531130,Gathered,"[""épinards"", ""chou frisé"", ""céleri"", ""carottes"", ""myrtilles"", ""fraises"", ""raisins rouges"", ""pomme"", ""poire"", ""banane"", ""graines de lin"", ""eau""]",2
Smoothie framboise-pêche - Weight Watchers,"6 onces de yaourt nature sans gras, 1 pêche moyenne, tranchée*(es), 125 ml de framboises, 1/4 cuillère à café d'extrait de vanille, 1/2 cuillère à café de substitut de sucre Splenda de McNeil Nutritionals, édulcorant artificiel sans calories (au goût)","[« Mélanger tous les ingrédients dans un mixeur et réduire en purée lisse. Verser dans un grand verre et servir. », « Remarque : *Vous pouvez également utiliser des pêches et des framboises surgelées non sucrées à la place des fruits frais. », « Pour un smoothie plus épais, ajouter 60 ml de glaçons avant de mixer. »]",www.food.com/recipe/raspberry-peach-smoothie-weight-watchers-237042,Gathered,"[« yaourt », « pêche », « framboises », « vanille », « substitut de sucre Splenda de McNeil Nutritionals »]",1
Mon smoothie préféré,"1 125 ml d'aloe vera liquide, 250 ml de bleuets frais, 250 ml de framboises fraîches, 1 mesure de concentré de protéines de soja en poudre non sucré, 1 céleri, 1/2 concombre, édulcorant artificiel stevia","[« Mélanger tous les ingrédients dans un mixeur SAUF l'édulcorant. », « Mélanger jusqu'à obtenir une consistance lisse. », « Ajouter l'édulcorant au goût. »]",www.food.com/recipe/my-favorite-smoothie-298614,Gathered,"[« aloe vera liquide », « myrtilles fraîches », « framboise fraîche », « concentré », « céleri », « concombre »]",2
Smoothie glacé à la papaye et à la banane (Samoa américaines),"« 2 bananes, pelées, coupées en tranches de 1/2 pouce d'épaisseur », « 250 ml de papaye, pelée, épépinée et coupée en dés », « 167 ml de jus d'orange »","[« Placez les bananes et la papaye en une seule couche dans un sac plastique refermable ; placez au congélateur pendant au moins 1 heure. », « Placez les fruits congelés dans un mixeur. Ajoutez le jus d'orange et mixez jusqu'à obtenir une purée lisse. », « Pour environ 600 ml (2 1/2 tasses) et 2 à 4 personnes. Bon appétit ! »]",www.food.com/recipe/frozen-papaya-banana-smoothie-american-samoa-500088,Gathered,"[""bananes"", ""papaye"", ""jus d'orange""]",2
Smoothie papaye-gingembre,"2 125 ml de papayes en morceaux, 250 ml de glaçon, 167 ml de yaourt nature sans gras (ou yaourt de soja ou tofu soyeux), 1 cuillère à soupe de gingembre frais pelé finement haché, 1 cuillère à soupe de miel, 2 citrons, jus de, 16 feuilles de menthe fraîche, plus 4 brins pour la garniture","[« Réfrigérer la papaye jusqu'à ce qu'elle soit très froide, au moins 1 heure ou toute la nuit. », « Mélanger la papaye, la glace, le yaourt, le gingembre, le miel et le jus de citron dans un mixeur. », « Ajouter jusqu'à 1/4 tasse d'eau, 1 cuillère à soupe à la fois, jusqu'à ce que le mélange soit lisse et dilué jusqu'à la consistance désirée. », « Incorporer les feuilles de menthe. », « Décorer de brins de menthe. »]",www.food.com/recipe/papaya-ginger-smoothie-475311,Gathered,"[""yaourt nature sans matières grasses"", ""gingembre frais"", ""miel"", ""citrons"", ""menthe""]",2
Smoothie sain au beurre de cacahuète et à la banane pour le petit-déjeuner,"250 ml de glace pilée, 3 onces de yaourt grec à la vanille sans gras, 1/2 petite banane, 1 cuillère à soupe de beurre de cacahuète, 83 ml de céréales Kashi Honey Sunshine, eau (si nécessaire)","[« Mettez tous les ingrédients dans le blender, sauf l'eau. Réglez le blender sur « haut » ou « liquéfiez » jusqu'à obtenir un smoothie homogène. S'il est trop épais, ajoutez une cuillère à soupe d'eau à la fois jusqu'à obtenir la consistance souhaitée. Versez dans un verre de 47 cl et dégustez ! »]",www.food.com/recipe/healthy-peanut-butter-banana-breakfast-smoothie-425791,Gathered,"[""glace pilée"", ""yaourt à la vanille"", ""banane"", ""beurre de cacahuète"", ""céréales Honey Sunshine"", ""eau""]",1
